Date,Service,InstanceType,Region,Cost,CPUUtilization,MemoryUtilization,NetworkIO,StorageUsed,RunningHours,Recommendation
2024-09-06,EBS,gp2,eu-west-1,15.73,0.0,0.0,57.29,151.25,730,optimal
2024-01-19,RDS,db.t3.small,us-west-2,20.31,61.97,84.7,49.06,656.04,595,optimal
2024-04-10,EC2,t3.medium,ap-southeast-1,19.21,32.05,29.14,41.9,60.32,440,optimal
2024-11-26,EC2,c5.xlarge,eu-central-1,95.89,4.2,9.14,238.94,71.7,548,downsize
2024-08-05,EBS,gp3,ap-southeast-1,9.4,0.0,0.0,48.74,115.38,730,optimal
2024-08-30,EC2,t3.large,ap-south-1,10.0,17.7,13.36,3.73,60.25,119,terminate
2024-10-10,EBS,io1,ap-southeast-1,35.57,0.0,0.0,52.57,299.45,730,delete_unused
2024-06-15,S3,Standard,eu-west-1,72.73,0.0,0.0,27.8,3195.1,730,optimal
2024-01-22,EC2,t3.medium,ap-south-1,11.51,16.38,5.0,57.95,50.87,276,optimal
2024-09-03,RDS,db.t3.micro,eu-west-1,8.97,11.15,29.94,43.17,130.33,549,optimal
2024-03-17,EC2,t3.medium,eu-west-1,25.1,32.38,34.09,221.54,76.3,627,optimal
2024-09-29,Lambda,128MB,eu-central-1,0.02,74.85,39.04,5.26,0.0,0,optimal
2024-06-14,Lambda,128MB,us-west-2,0.02,36.55,72.5,6.19,0.0,0,optimal
2024-12-10,S3,Intelligent-Tiering,ap-southeast-1,68.82,0.0,0.0,79.23,5494.49,730,optimal
2024-07-06,RDS,db.t3.micro,ap-south-1,11.09,19.78,14.37,29.83,1053.08,670,optimal
2024-03-04,S3,Glacier,us-east-1,37.41,0.0,0.0,64.83,8981.69,730,optimal
2024-10-09,S3,Intelligent-Tiering,ap-south-1,50.62,0.0,0.0,109.36,3880.89,730,optimal
2024-01-26,S3,Glacier,us-east-1,26.34,0.0,0.0,84.97,6311.45,730,optimal
2024-01-25,EBS,io1,us-east-1,38.78,0.0,0.0,24.43,302.97,730,downgrade_to_gp3
2024-09-14,S3,Standard,eu-west-1,100.6,0.0,0.0,75.11,4535.72,730,optimal
2024-03-11,EBS,gp3,eu-west-1,40.83,0.0,0.0,13.82,517.92,730,optimal
2024-03-04,EC2,m5.xlarge,us-west-2,108.13,29.78,26.2,83.99,14.79,557,downsize
2024-03-17,EC2,m5.2xlarge,ap-south-1,89.79,19.93,50.49,74.53,143.4,230,downsize
2024-04-03,S3,Intelligent-Tiering,eu-west-1,31.52,0.0,0.0,8.41,2464.06,730,optimal
2024-07-18,S3,Glacier,eu-west-1,21.49,0.0,0.0,4.09,5498.06,730,optimal
2024-11-23,S3,Glacier,us-east-1,12.14,0.0,0.0,25.82,2929.14,730,optimal
2024-08-08,RDS,db.t3.medium,eu-west-1,40.38,40.06,56.01,28.31,492.67,602,optimal
2024-09-19,EC2,t3.medium,us-west-2,16.15,22.33,16.5,92.24,125.88,397,optimal
2024-01-13,Lambda,128MB,us-west-2,0.02,42.85,55.2,0.26,0.0,0,optimal
2024-07-29,Lambda,256MB,ap-southeast-1,0.05,56.97,33.5,0.25,0.0,0,optimal
2024-08-07,EC2,t3.small,ap-south-1,13.99,10.95,12.32,62.52,75.18,647,optimal
2024-01-05,RDS,db.r5.xlarge,us-east-1,273.59,18.34,39.67,67.66,502.45,548,downsize
2024-06-10,EBS,gp2,ap-south-1,52.1,0.0,0.0,59.05,510.04,730,optimal
2024-01-07,Lambda,256MB,eu-west-1,0.05,29.66,26.72,0.24,0.0,0,optimal
2024-10-09,EC2,t3.xlarge,ap-south-1,63.58,46.82,46.93,77.26,26.34,399,optimal
2024-05-24,EC2,t3.small,us-east-1,10.15,21.83,50.07,284.65,31.92,507,optimal
2024-12-27,S3,Glacier,eu-central-1,32.88,0.0,0.0,40.87,8293.27,730,optimal
2024-05-08,EBS,io1,ap-southeast-1,21.33,0.0,0.0,21.29,166.52,730,downgrade_to_gp3
2024-12-09,Lambda,128MB,ap-south-1,0.02,78.59,56.64,5.07,0.0,0,optimal
2024-08-01,S3,Glacier,eu-central-1,13.37,0.0,0.0,39.25,3422.5,730,optimal
2024-06-14,S3,Intelligent-Tiering,ap-south-1,28.43,0.0,0.0,30.59,2301.37,730,optimal
2024-01-28,EC2,t3.micro,ap-southeast-1,6.49,4.27,5.0,17.52,212.45,618,optimal
2024-01-13,Lambda,256MB,eu-west-1,0.05,25.75,67.37,8.62,0.0,0,optimal
2024-01-24,EC2,t3.2xlarge,ap-southeast-1,109.5,7.62,5.0,54.4,79.04,323,downsize
2024-05-21,EBS,io1,us-west-2,26.3,0.0,0.0,32.84,200.61,730,downgrade_to_gp3
2024-12-15,EBS,gp2,eu-west-1,17.51,0.0,0.0,30.65,166.96,730,optimal
2024-09-11,EBS,gp3,ap-south-1,3.66,0.0,0.0,58.14,46.78,730,delete_unused
2024-01-02,EBS,gp2,eu-central-1,42.74,0.0,0.0,20.93,444.44,730,delete_unused
2024-01-18,RDS,db.r5.xlarge,us-east-1,228.66,47.42,47.81,58.94,408.89,490,optimal
2024-09-20,EC2,c5.xlarge,us-east-1,55.42,11.23,5.0,114.82,75.09,329,downsize
2024-05-04,RDS,db.r5.large,ap-south-1,93.31,58.63,66.79,1.66,394.6,407,optimal
2024-11-07,EC2,t3.small,ap-south-1,4.2,21.96,28.19,308.12,17.25,211,optimal
2024-06-01,EBS,gp3,eu-central-1,35.05,0.0,0.0,41.51,417.28,730,optimal
2024-04-14,S3,Intelligent-Tiering,ap-southeast-1,73.47,0.0,0.0,33.11,5898.38,730,optimal
2024-09-11,EC2,c5.large,eu-west-1,60.14,37.11,18.88,114.35,70.9,719,optimal
2024-11-28,S3,Intelligent-Tiering,eu-central-1,51.77,0.0,0.0,105.68,4256.34,730,optimal
2024-10-08,RDS,db.t3.micro,ap-southeast-1,6.54,45.52,56.36,12.32,342.43,400,optimal
2024-07-29,EBS,gp2,ap-south-1,20.82,0.0,0.0,40.77,210.71,730,optimal
2024-01-14,RDS,db.r5.xlarge,eu-central-1,274.25,74.07,48.71,36.14,449.87,563,reserved_instance
2024-04-16,S3,Glacier,eu-central-1,11.69,0.0,0.0,34.27,2843.48,730,optimal
2024-07-12,RDS,db.t3.small,ap-southeast-1,19.7,39.22,77.92,32.6,602.5,561,optimal
2024-06-05,Lambda,1024MB,ap-south-1,0.18,25.32,36.79,4.02,0.0,0,reduce_memory
2024-07-01,RDS,db.r5.xlarge,us-west-2,308.17,64.59,48.12,0.18,478.69,625,reserved_instance
2024-09-11,EBS,gp3,ap-southeast-1,15.22,0.0,0.0,120.18,190.34,730,optimal
2024-08-30,S3,Standard,eu-west-1,75.7,0.0,0.0,14.01,3217.82,730,optimal
2024-08-17,EBS,gp3,eu-central-1,25.38,0.0,0.0,7.71,317.35,730,optimal
2024-01-03,RDS,db.r5.xlarge,ap-south-1,295.54,55.44,48.04,43.74,863.54,591,reserved_instance
2024-07-07,RDS,db.r5.xlarge,ap-southeast-1,311.88,24.32,67.81,24.75,228.04,661,downsize
2024-01-11,EC2,t3.medium,eu-west-1,20.85,47.06,37.79,118.4,121.17,503,optimal
2024-02-03,S3,Standard,us-west-2,165.49,0.0,0.0,22.44,7524.26,730,intelligent_tiering
2024-03-06,S3,Glacier,us-east-1,8.58,0.0,0.0,10.91,2120.06,730,optimal
2024-05-10,EBS,io1,ap-south-1,43.09,0.0,0.0,7.94,357.48,730,downgrade_to_gp3
2024-02-28,EC2,t3.micro,eu-west-1,4.73,23.51,8.4,277.28,177.65,473,optimal
2024-10-25,Lambda,1024MB,ap-southeast-1,0.17,32.01,33.7,6.4,0.0,0,reduce_memory
2024-03-09,EBS,io2,ap-south-1,11.36,0.0,0.0,23.51,90.46,730,downgrade_to_gp3
2024-09-28,S3,Intelligent-Tiering,eu-central-1,62.07,0.0,0.0,6.74,5043.94,730,optimal
2024-12-15,EBS,io2,ap-southeast-1,46.91,0.0,0.0,7.58,387.5,730,downgrade_to_gp3
2024-02-24,Lambda,256MB,us-west-2,0.05,68.76,64.81,0.11,0.0,0,optimal
2024-10-26,RDS,db.r5.large,eu-west-1,166.4,31.13,53.26,22.65,652.94,729,reserved_instance
2024-09-08,RDS,db.t3.medium,eu-west-1,35.03,59.33,12.56,28.27,310.09,531,optimal
2024-12-14,RDS,db.r5.xlarge,us-east-1,290.36,68.44,53.44,20.91,151.59,626,reserved_instance
2024-08-15,S3,Intelligent-Tiering,us-west-2,65.69,0.0,0.0,71.65,5142.38,730,optimal
2024-02-12,S3,Glacier,eu-west-1,9.85,0.0,0.0,65.86,2370.96,730,optimal
2024-01-23,S3,Glacier,eu-central-1,16.24,0.0,0.0,8.63,3962.56,730,optimal
2024-11-05,S3,Glacier,ap-southeast-1,31.61,0.0,0.0,98.46,7857.44,730,optimal
2024-08-26,Lambda,512MB,eu-west-1,0.09,23.1,24.72,0.65,0.0,0,optimal
2024-11-28,EC2,t3.2xlarge,us-east-1,188.65,20.79,22.71,13.01,142.65,596,downsize
2024-11-12,S3,Glacier,eu-west-1,14.12,0.0,0.0,1.18,3447.61,730,optimal
2024-04-10,RDS,db.r5.large,eu-central-1,111.61,11.68,18.78,78.47,908.54,466,downsize
2024-06-27,RDS,db.r5.xlarge,eu-central-1,205.3,46.86,41.47,32.86,487.32,447,optimal
2024-08-07,EBS,io1,eu-west-1,43.59,0.0,0.0,7.07,346.84,730,downgrade_to_gp3
2024-03-25,S3,Glacier,ap-south-1,21.46,0.0,0.0,82.7,5577.15,730,optimal
2024-09-04,EBS,io2,us-west-2,14.84,0.0,0.0,117.1,120.99,730,optimal
2024-09-21,S3,Intelligent-Tiering,us-east-1,10.93,0.0,0.0,97.06,858.45,730,optimal
2024-02-22,RDS,db.r5.xlarge,eu-west-1,276.71,56.4,31.53,171.25,349.98,560,reserved_instance
2024-02-15,RDS,db.t3.micro,ap-southeast-1,8.09,50.15,34.99,9.96,157.72,468,optimal
2024-11-05,EBS,gp2,us-west-2,46.56,0.0,0.0,40.92,469.64,730,delete_unused
2024-12-23,Lambda,256MB,us-east-1,0.04,37.98,16.09,12.72,0.0,0,optimal
2024-11-07,S3,Intelligent-Tiering,us-west-2,69.75,0.0,0.0,101.89,5613.66,730,optimal
2024-06-26,EC2,t3.2xlarge,eu-central-1,163.91,34.04,27.47,87.22,33.42,474,optimal
2024-11-20,RDS,db.t3.micro,eu-west-1,11.9,47.75,51.49,63.57,796.7,690,optimal
2024-09-02,S3,Standard,us-east-1,138.44,0.0,0.0,72.06,5764.33,730,intelligent_tiering
2024-01-25,Lambda,1024MB,eu-west-1,0.16,19.9,27.51,0.01,0.0,0,reduce_memory
2024-07-18,Lambda,1024MB,us-west-2,0.17,14.02,74.14,2.47,0.0,0,optimal
2024-08-12,Lambda,128MB,eu-central-1,0.02,34.94,18.99,0.47,0.0,0,optimal
2024-07-18,EC2,m5.large,ap-southeast-1,67.47,20.21,6.68,27.78,89.8,729,downsize
2024-05-29,RDS,db.t3.micro,ap-southeast-1,8.34,62.51,33.8,8.36,392.04,468,optimal
2024-03-18,RDS,db.t3.medium,ap-south-1,44.29,62.78,31.41,24.34,245.52,669,optimal
2024-07-07,RDS,db.t3.small,ap-south-1,18.48,42.61,28.31,52.01,472.88,540,optimal
2024-03-04,Lambda,512MB,ap-south-1,0.09,52.19,42.86,0.55,0.0,0,optimal
2024-08-17,EBS,io1,eu-central-1,24.88,0.0,0.0,52.79,205.52,730,optimal
2024-01-15,EC2,m5.2xlarge,us-east-1,218.98,33.53,34.75,142.74,100.49,595,optimal
2024-07-28,EBS,gp2,us-west-2,20.82,0.0,0.0,72.81,207.64,730,delete_unused
2024-02-05,EC2,t3.large,eu-west-1,40.87,32.0,36.35,98.59,69.69,498,optimal
2024-12-13,EC2,t3.xlarge,ap-south-1,57.35,59.53,49.2,76.75,139.12,359,optimal
2024-11-04,RDS,db.t3.small,eu-central-1,15.51,48.42,68.82,51.21,540.8,460,optimal
2024-03-03,Lambda,1024MB,eu-central-1,0.17,53.36,63.23,3.05,0.0,0,optimal
2024-05-13,Lambda,1024MB,us-west-2,0.18,73.33,25.82,2.31,0.0,0,reduce_memory
2024-02-06,RDS,db.t3.small,eu-west-1,15.76,20.06,45.39,42.88,670.14,448,optimal
2024-02-22,Lambda,128MB,us-west-2,0.02,20.62,23.28,0.02,0.0,0,optimal
2024-08-27,RDS,db.r5.xlarge,ap-southeast-1,253.7,61.56,69.57,52.59,261.58,527,reserved_instance
2024-06-19,S3,Glacier,eu-central-1,15.0,0.0,0.0,51.67,3703.3,730,optimal
2024-05-04,RDS,db.r5.xlarge,eu-central-1,322.19,27.0,34.06,85.87,437.87,681,reserved_instance
2024-09-04,EC2,m5.xlarge,ap-southeast-1,113.46,62.9,71.95,388.68,54.72,610,optimal
2024-06-09,EC2,t3.medium,eu-west-1,25.39,22.33,24.02,131.95,137.77,617,optimal
2024-04-09,EBS,gp2,us-west-2,37.04,0.0,0.0,14.41,389.31,730,delete_unused
2024-07-23,EC2,c5.xlarge,eu-west-1,74.4,25.37,17.33,138.71,39.48,447,downsize
2024-11-06,EBS,gp3,ap-south-1,12.11,0.0,0.0,19.53,150.57,730,optimal
2024-08-26,S3,Standard,ap-southeast-1,103.12,0.0,0.0,47.4,4428.69,730,optimal
2024-03-17,RDS,db.t3.medium,eu-central-1,39.51,67.4,14.87,61.32,453.15,582,optimal
2024-06-26,EC2,t3.2xlarge,us-east-1,230.51,3.59,5.0,213.36,68.78,678,downsize
2024-03-13,Lambda,512MB,ap-southeast-1,0.08,45.98,42.29,11.52,0.0,0,optimal
2024-05-23,EC2,t3.micro,eu-central-1,6.36,31.12,33.12,54.84,251.06,596,optimal
2024-07-01,EBS,io1,ap-south-1,10.72,0.0,0.0,87.83,88.13,730,optimal
2024-09-28,RDS,db.t3.medium,eu-central-1,31.06,41.12,47.87,50.12,188.43,475,optimal
2024-06-16,EBS,gp2,eu-west-1,70.2,0.0,0.0,20.02,710.75,730,delete_unused
2024-02-06,EC2,t3.small,eu-central-1,12.48,49.27,46.09,85.73,50.58,616,optimal
2024-10-12,EC2,t3.medium,ap-south-1,9.5,78.64,95.0,126.34,116.55,219,optimal
2024-03-31,S3,Glacier,eu-west-1,9.82,0.0,0.0,47.44,2409.95,730,optimal
2024-05-17,RDS,db.t3.medium,us-east-1,36.54,34.71,37.57,29.64,318.94,539,optimal
2024-11-17,RDS,db.t3.medium,eu-west-1,31.94,46.55,48.77,97.03,504.37,468,optimal
2024-08-05,RDS,db.t3.micro,eu-west-1,11.6,24.05,58.87,10.78,266.45,652,optimal
2024-02-16,S3,Glacier,ap-south-1,15.83,0.0,0.0,46.5,4131.63,730,optimal
2024-01-17,EBS,gp2,eu-west-1,18.2,0.0,0.0,20.49,175.86,730,optimal
2024-06-04,Lambda,512MB,us-west-2,0.09,26.56,53.53,0.27,0.0,0,optimal
2024-06-01,RDS,db.t3.small,us-east-1,19.13,40.06,52.24,30.51,256.35,592,optimal
2024-07-20,Lambda,1024MB,us-east-1,0.17,52.07,15.09,0.0,0.0,0,reduce_memory
2024-05-21,S3,Standard,us-west-2,68.58,0.0,0.0,43.07,2964.07,730,optimal
2024-08-02,EBS,gp3,us-west-2,20.37,0.0,0.0,212.59,265.44,730,optimal
2024-03-23,RDS,db.t3.micro,eu-west-1,7.13,28.09,15.18,8.77,866.59,405,optimal
2024-04-03,S3,Glacier,us-east-1,16.01,0.0,0.0,29.26,3842.16,730,optimal
2024-03-18,EBS,io1,eu-central-1,2.89,0.0,0.0,10.85,22.87,730,downgrade_to_gp3
2024-10-08,RDS,db.t3.micro,eu-west-1,8.73,72.0,39.04,44.68,553.14,518,optimal
2024-08-31,EBS,io1,us-east-1,15.23,0.0,0.0,46.99,127.81,730,downgrade_to_gp3
2024-08-04,Lambda,128MB,ap-south-1,0.02,6.33,38.43,0.0,0.0,0,optimal
2024-09-30,Lambda,512MB,ap-southeast-1,0.09,41.23,7.95,0.07,0.0,0,optimal
2024-09-24,Lambda,512MB,ap-southeast-1,0.09,18.7,45.11,19.59,0.0,0,optimal
2024-08-09,Lambda,512MB,ap-south-1,0.08,19.31,13.08,6.95,0.0,0,optimal
2024-04-12,S3,Standard,us-west-2,167.36,0.0,0.0,53.12,7101.17,730,intelligent_tiering
2024-09-24,S3,Intelligent-Tiering,ap-southeast-1,61.53,0.0,0.0,75.8,4968.09,730,optimal
2024-02-21,RDS,db.t3.micro,ap-southeast-1,7.74,30.31,25.43,35.18,296.64,479,optimal
2024-03-23,Lambda,128MB,us-east-1,0.02,49.33,10.92,5.59,0.0,0,optimal
2024-02-21,EBS,gp3,ap-southeast-1,7.25,0.0,0.0,105.29,94.58,730,optimal
2024-06-22,Lambda,256MB,eu-central-1,0.05,50.67,14.68,1.13,0.0,0,optimal
2024-12-02,RDS,db.r5.xlarge,us-west-2,240.37,17.08,49.13,45.68,653.25,495,downsize
2024-07-08,EC2,t3.small,ap-south-1,5.54,15.58,13.21,62.52,170.94,277,optimal
2024-03-21,Lambda,128MB,ap-south-1,0.02,48.88,18.21,0.96,0.0,0,optimal
2024-08-07,Lambda,128MB,us-west-2,0.02,40.38,36.01,4.44,0.0,0,optimal
2024-03-02,EC2,t3.2xlarge,us-west-2,197.85,17.53,33.32,161.38,67.89,606,downsize
2024-03-01,EBS,gp2,ap-south-1,37.89,0.0,0.0,55.74,367.64,730,optimal
2024-01-11,S3,Standard,ap-southeast-1,74.03,0.0,0.0,123.7,3258.74,730,optimal
2024-04-09,Lambda,1024MB,eu-west-1,0.17,92.76,40.26,0.01,0.0,0,optimal
2024-04-22,EC2,t3.medium,ap-south-1,16.04,6.86,5.0,44.86,25.87,382,optimal
2024-08-16,EBS,io1,us-west-2,41.34,0.0,0.0,18.67,324.3,730,downgrade_to_gp3
2024-07-05,RDS,db.t3.micro,eu-central-1,10.54,31.08,45.9,102.83,815.49,622,optimal
2024-05-11,S3,Glacier,eu-west-1,17.63,0.0,0.0,62.09,4481.15,730,optimal
2024-06-22,EC2,c5.xlarge,eu-central-1,64.43,18.53,28.4,144.17,133.88,363,downsize
2024-04-05,EC2,m5.xlarge,ap-south-1,118.96,33.0,29.37,377.43,66.43,610,optimal
2024-09-22,RDS,db.t3.micro,us-east-1,9.74,38.19,36.6,22.28,499.46,576,optimal
2024-08-29,S3,Standard,eu-west-1,79.46,0.0,0.0,3.56,3412.69,730,optimal
2024-09-11,S3,Glacier,ap-south-1,10.95,0.0,0.0,58.48,2641.93,730,optimal
2024-04-07,Lambda,512MB,ap-south-1,0.09,55.56,35.2,11.29,0.0,0,optimal
2024-12-14,RDS,db.r5.xlarge,ap-southeast-1,345.12,28.85,50.79,110.45,694.3,709,reserved_instance
2024-07-22,Lambda,128MB,us-east-1,0.02,61.49,66.73,1.04,0.0,0,optimal
2024-08-09,RDS,db.t3.micro,us-east-1,11.04,44.73,68.77,20.43,287.48,646,optimal
2024-12-14,RDS,db.t3.micro,ap-south-1,8.36,66.35,34.09,41.66,352.31,487,optimal
2024-07-21,S3,Standard,ap-southeast-1,53.21,0.0,0.0,99.46,2399.07,730,optimal
2024-06-20,RDS,db.r5.xlarge,us-west-2,216.57,29.69,27.27,85.85,337.84,459,optimal
2024-09-21,EC2,t3.micro,ap-south-1,6.97,22.36,31.79,82.71,107.2,675,optimal
2024-07-28,S3,Standard,ap-south-1,207.6,0.0,0.0,15.08,8879.45,730,intelligent_tiering
2024-05-19,RDS,db.t3.small,us-east-1,18.4,36.73,62.2,9.47,272.6,535,optimal
2024-08-26,S3,Glacier,us-west-2,5.19,0.0,0.0,19.49,1354.5,730,optimal
2024-06-16,S3,Glacier,eu-west-1,12.85,0.0,0.0,37.98,3072.26,730,optimal
2024-02-29,EC2,c5.large,eu-central-1,39.99,38.88,33.51,187.76,106.56,480,optimal
2024-09-21,Lambda,1024MB,ap-southeast-1,0.17,79.41,48.65,0.69,0.0,0,optimal
2024-12-19,Lambda,1024MB,ap-south-1,0.17,36.09,22.67,4.36,0.0,0,reduce_memory
2024-07-21,EC2,m5.2xlarge,eu-central-1,63.94,70.01,63.16,31.67,63.28,160,terminate
2024-11-08,EBS,gp3,eu-west-1,19.93,0.0,0.0,119.63,241.62,730,optimal
2024-03-23,Lambda,1024MB,us-west-2,0.18,50.84,41.94,4.34,0.0,0,optimal
2024-11-04,RDS,db.t3.micro,eu-central-1,12.33,10.04,35.21,52.07,977.52,724,optimal
2024-08-28,EC2,m5.xlarge,eu-central-1,43.17,51.35,45.6,38.06,105.84,233,optimal
2024-05-03,EC2,c5.xlarge,ap-south-1,90.4,31.83,25.0,63.86,170.01,539,optimal
2024-08-08,EBS,io1,us-east-1,39.89,0.0,0.0,47.77,308.77,730,downgrade_to_gp3
2024-04-05,EC2,t3.large,us-east-1,37.96,15.88,34.18,96.25,51.48,462,optimal
2024-10-24,EC2,t3.2xlarge,eu-central-1,98.04,33.41,24.43,21.24,106.4,300,optimal
2024-02-23,S3,Standard,us-east-1,104.33,0.0,0.0,34.88,4541.34,730,optimal
2024-07-01,EBS,io2,us-east-1,23.3,0.0,0.0,46.71,184.66,730,downgrade_to_gp3
2024-07-04,EC2,t3.2xlarge,ap-southeast-1,41.34,6.86,16.26,115.82,116.09,127,terminate
2024-05-06,S3,Standard,ap-south-1,75.75,0.0,0.0,4.47,3413.53,730,optimal
2024-04-14,EBS,io2,us-east-1,40.22,0.0,0.0,13.11,310.76,730,downgrade_to_gp3
2024-01-10,EC2,m5.2xlarge,us-east-1,272.19,21.96,30.66,255.25,98.92,683,downsize
2024-10-11,RDS,db.t3.small,ap-southeast-1,15.75,27.5,21.57,55.06,488.81,472,optimal
2024-10-06,RDS,db.t3.small,ap-south-1,24.74,54.75,32.76,32.59,444.92,724,optimal
2024-11-19,EC2,t3.micro,eu-central-1,4.24,23.99,17.23,44.19,37.64,422,optimal
2024-06-28,Lambda,512MB,us-west-2,0.09,50.44,42.66,1.81,0.0,0,optimal
2024-05-20,S3,Glacier,us-east-1,10.04,0.0,0.0,27.34,2563.68,730,optimal
2024-11-01,Lambda,256MB,us-west-2,0.05,52.54,14.16,0.57,0.0,0,optimal
2024-10-15,Lambda,128MB,us-west-2,0.02,41.91,41.44,10.04,0.0,0,optimal
2024-05-28,RDS,db.t3.small,ap-southeast-1,17.44,48.66,24.33,34.35,415.12,489,optimal
2024-08-11,EC2,m5.large,eu-central-1,33.44,46.37,47.91,153.5,11.42,342,optimal
2024-05-04,Lambda,1024MB,us-east-1,0.18,71.54,24.52,0.17,0.0,0,reduce_memory
2024-07-07,RDS,db.r5.xlarge,ap-south-1,250.01,35.47,74.06,65.36,479.1,543,reserved_instance
2024-05-10,S3,Standard,eu-west-1,118.32,0.0,0.0,24.57,5391.42,730,intelligent_tiering
2024-11-10,EC2,c5.xlarge,eu-west-1,70.69,38.21,32.98,3.14,90.06,399,optimal
2024-02-04,RDS,db.t3.small,us-west-2,22.1,33.74,34.77,85.18,257.47,630,optimal
2024-02-16,S3,Standard,eu-west-1,57.47,0.0,0.0,67.6,2427.55,730,optimal
2024-08-25,EBS,io1,us-west-2,71.04,0.0,0.0,50.8,547.41,730,optimal
2024-06-01,S3,Glacier,eu-west-1,9.9,0.0,0.0,74.51,2456.69,730,optimal
2024-11-05,RDS,db.r5.xlarge,ap-southeast-1,225.82,80.19,34.59,6.75,817.66,455,optimal
2024-06-13,EC2,t3.2xlarge,eu-west-1,194.35,21.97,5.0,27.14,73.41,583,downsize
2024-05-03,Lambda,512MB,us-west-2,0.09,19.5,48.15,1.5,0.0,0,optimal
2024-02-15,EBS,gp3,us-west-2,19.77,0.0,0.0,18.97,237.99,730,optimal
2024-06-22,RDS,db.t3.micro,us-west-2,9.73,72.4,58.92,39.87,839.72,563,optimal
2024-05-19,Lambda,128MB,us-west-2,0.02,14.86,56.21,2.17,0.0,0,optimal
2024-09-20,EC2,t3.2xlarge,ap-southeast-1,142.42,29.79,21.72,39.41,22.17,412,downsize
2024-04-30,EBS,gp2,us-west-2,22.74,0.0,0.0,95.33,219.32,730,optimal
2024-03-09,RDS,db.t3.medium,ap-southeast-1,37.21,55.56,37.99,211.81,299.78,571,optimal
2024-08-04,EC2,t3.micro,us-east-1,1.71,43.69,29.03,76.41,19.25,160,terminate
2024-02-27,S3,Glacier,eu-west-1,9.78,0.0,0.0,3.66,2564.53,730,optimal
2024-06-05,Lambda,256MB,eu-central-1,0.05,11.93,38.12,0.76,0.0,0,optimal
2024-05-20,RDS,db.r5.large,eu-west-1,155.9,48.3,43.07,14.73,249.33,660,reserved_instance
2024-03-13,Lambda,256MB,us-west-2,0.04,14.36,63.38,0.02,0.0,0,optimal
2024-03-15,EBS,io2,ap-southeast-1,57.55,0.0,0.0,18.05,443.07,730,downgrade_to_gp3
2024-10-12,EBS,gp2,ap-south-1,66.49,0.0,0.0,18.41,680.09,730,optimal
2024-07-20,RDS,db.t3.medium,ap-south-1,29.32,48.11,49.4,77.87,351.0,437,optimal
2024-03-13,S3,Intelligent-Tiering,us-east-1,90.59,0.0,0.0,97.88,6961.33,730,optimal
2024-05-22,RDS,db.t3.micro,ap-southeast-1,7.92,28.76,34.13,7.1,401.62,474,optimal
2024-05-11,EC2,t3.medium,ap-southeast-1,7.6,35.51,41.9,263.03,117.63,174,terminate
2024-05-26,EC2,c5.large,ap-south-1,16.55,45.72,67.52,75.22,107.61,199,terminate
2024-05-24,EBS,gp3,us-east-1,20.78,0.0,0.0,25.54,260.95,730,optimal
2024-08-12,EC2,t3.micro,ap-southeast-1,1.82,22.19,23.6,204.85,57.56,181,terminate
2024-11-04,EC2,t3.2xlarge,eu-west-1,52.93,15.91,5.0,66.45,75.73,155,downsize
2024-03-25,RDS,db.t3.medium,ap-south-1,28.34,52.82,45.8,27.66,606.0,431,optimal
2024-07-31,S3,Standard,us-east-1,97.59,0.0,0.0,51.75,4093.79,730,optimal
2024-06-07,EBS,io2,us-west-2,29.02,0.0,0.0,22.29,228.38,730,downgrade_to_gp3
2024-03-28,EC2,c5.xlarge,us-east-1,50.73,42.88,57.15,78.86,65.23,291,optimal
2024-08-10,EBS,gp3,ap-south-1,29.04,0.0,0.0,14.72,350.54,730,optimal
2024-01-29,EC2,m5.xlarge,us-west-2,68.89,36.05,30.19,38.15,71.36,375,optimal
2024-10-16,S3,Standard,ap-south-1,153.11,0.0,0.0,63.95,6371.88,730,intelligent_tiering
2024-12-02,EC2,t3.micro,us-east-1,3.55,16.32,6.86,77.19,79.11,349,optimal
2024-08-05,EC2,t3.small,ap-southeast-1,9.76,62.25,77.15,204.63,52.96,459,optimal
2024-01-21,Lambda,512MB,eu-central-1,0.08,24.1,60.19,0.98,0.0,0,optimal
2024-06-30,Lambda,1024MB,us-east-1,0.17,4.55,65.3,3.84,0.0,0,optimal
2024-04-09,EBS,io2,us-east-1,21.77,0.0,0.0,29.09,173.66,730,delete_unused
2024-09-02,Lambda,512MB,eu-central-1,0.08,77.72,26.17,2.32,0.0,0,optimal
2024-04-25,S3,Standard,ap-southeast-1,74.69,0.0,0.0,10.36,3260.11,730,optimal
2024-05-02,Lambda,128MB,ap-southeast-1,0.02,50.07,65.08,0.01,0.0,0,optimal
2024-09-25,S3,Standard,eu-central-1,18.22,0.0,0.0,35.61,820.7,730,optimal
2024-02-18,S3,Glacier,ap-southeast-1,23.86,0.0,0.0,63.1,5714.35,730,optimal
2024-12-22,EBS,io1,eu-west-1,40.08,0.0,0.0,46.54,333.53,730,downgrade_to_gp3
2024-01-17,EC2,m5.2xlarge,us-east-1,63.88,38.95,39.61,135.31,145.59,170,terminate
2024-09-15,S3,Intelligent-Tiering,eu-west-1,34.01,0.0,0.0,15.57,2665.53,730,optimal
2024-01-04,RDS,db.t3.small,us-east-1,20.63,58.15,17.29,60.43,441.16,631,optimal
